price,year,odometer,manufacturer,model,condition,cylinders,fuel,transmission,type,age,cluster,cluster_name
3999,2006,192393,pontiac,vibe,good,4 cylinders,gas,automatic,hatchback,15,3,老旧车
33990,2016,33408,gmc,sierra 1500 double cab sle,good,8 cylinders,gas,other,pickup,5,2,高端车
29950,2007,90598,ford,f250 super duty xlt,excellent,8 cylinders,diesel,automatic,truck,14,3,老旧车
26764,2015,144764,chevrolet,tahoe,excellent,8 cylinders,gas,automatic,SUV,6,0,经济型车
16897,2015,123095,toyota,sienna,excellent,6 cylinders,gas,automatic,mini-van,6,0,经济型车
31990,2017,23401,toyota,tacoma access cab sr5,good,6 cylinders,gas,other,pickup,4,2,高端车
29590,2017,70760,ford,expedition xlt sport,good,6 cylinders,gas,other,SUV,4,1,中端车
24990,2013,70559,gmc,sierra 1500 extended cab sle,good,8 cylinders,gas,other,pickup,8,1,中端车
44950,2015,161823,gmc,sierra 3500hd crew cab,excellent,8 cylinders,diesel,automatic,truck,6,2,高端车
46950,2012,90971,ram,2500 laramie mega cab,excellent,6 cylinders,diesel,automatic,truck,9,2,高端车
44950,2014,113058,ram,3500 crew cab,excellent,6 cylinders,diesel,automatic,truck,7,2,高端车
40950,2018,19367,toyota,tundra crewmax,excellent,8 cylinders,gas,automatic,truck,3,2,高端车
34950,2005,107601,ram,2500 quad cab,excellent,6 cylinders,diesel,manual,truck,16,3,老旧车
29950,2017,155019,ram,2500 tradesman,excellent,8 cylinders,gas,automatic,truck,4,0,经济型车
29950,2015,193095,ram,2500 tradesman 4x4,excellent,8 cylinders,gas,automatic,truck,6,0,经济型车
24950,2005,223370,ram,2500 quad cab,excellent,6 cylinders,diesel,automatic,truck,16,3,老旧车
13997,2014,116553,ford,explorer,excellent,6 cylinders,gas,automatic,SUV,7,0,经济型车
20997,2013,115836,ford,f-150,excellent,6 cylinders,gas,automatic,pickup,8,0,经济型车
8997,2010,175814,ford,mustang,excellent,6 cylinders,gas,automatic,coupe,11,3,老旧车
11597,2014,125270,lexus,ct 200h,excellent,4 cylinders,hybrid,automatic,sedan,7,0,经济型车
25950,2005,112429,harley-davidson,davidson,excellent,8 cylinders,diesel,automatic,truck,16,3,老旧车
34950,2008,78300,ford,f250 super duty crew,excellent,10 cylinders,gas,automatic,truck,13,3,老旧车
39950,2017,155797,ram,2500 tradesman,excellent,6 cylinders,diesel,automatic,truck,4,2,高端车
38950,2007,41153,ford,f350 super duty lariat,excellent,8 cylinders,diesel,automatic,truck,14,2,高端车
6900,2014,126931,chevrolet,impala limited,excellent,6 cylinders,gas,automatic,sedan,7,0,经济型车
32990,2015,20832,ford,mustang gt coupe 2d,good,8 cylinders,gas,other,coupe,6,2,高端车
13500,2015,119037,ford,transit connect,excellent,4 cylinders,gas,automatic,van,6,0,经济型车
36990,2019,15898,chevrolet,silverado 1500 ld,good,8 cylinders,gas,other,pickup,2,2,高端车
30999,2019,5431,dodge,charger sxt,like new,6 cylinders,gas,automatic,sedan,2,2,高端车
38990,2013,51525,chevrolet,corvette grand sport,good,8 cylinders,gas,other,other,8,2,高端车
37990,2018,22869,dodge,challenger r/t scat pack,good,8 cylinders,gas,other,coupe,3,2,高端车
26950,2005,125733,ford,f350 super duty lariat,excellent,8 cylinders,diesel,automatic,truck,16,3,老旧车
34950,2017,104889,chevrolet,silverado 2500 hd,excellent,8 cylinders,gas,automatic,truck,4,2,高端车
36950,2016,202611,ram,3500 tradesman,excellent,6 cylinders,diesel,automatic,truck,5,0,经济型车
31950,2014,99771,chevrolet,silverado 2500 hd,excellent,8 cylinders,gas,automatic,truck,7,1,中端车
28990,2013,71428,gmc,yukon denali hybrid sport,good,8 cylinders,hybrid,other,other,8,1,中端车
15995,2011,115549,ford,f350 4x4 truck,good,8 cylinders,gas,automatic,truck,10,0,经济型车
14998,2013,47225,honda,civic sdn,excellent,4 cylinders,gas,automatic,sedan,8,1,中端车
19998,2018,90604,kia,optima,excellent,4 cylinders,gas,automatic,sedan,3,1,中端车
33998,2014,161814,ford,super duty f-250 srw,excellent,8 cylinders,diesel,automatic,pickup,7,0,经济型车
6726,2010,95017,nissan,sentra,excellent,4 cylinders,gas,manual,sedan,11,3,老旧车
27367,2015,154398,gmc,sierra 1500,excellent,8 cylinders,gas,automatic,pickup,6,0,经济型车
19862,2010,132560,ford,f-150,excellent,8 cylinders,gas,automatic,pickup,11,3,老旧车
17800,2017,58890,toyota,camry,excellent,4 cylinders,gas,automatic,sedan,4,1,中端车
20267,2017,65353,ford,mustang,excellent,4 cylinders,gas,automatic,convertible,4,1,中端车
12537,2017,62510,volkswagen,jetta,excellent,4 cylinders,gas,automatic,sedan,4,1,中端车
10995,2006,81199,mercedes-benz,sl-class,excellent,8 cylinders,gas,automatic,convertible,15,3,老旧车
26995,2008,89078,ford,super duty f-350 srw,excellent,8 cylinders,diesel,automatic,pickup,13,3,老旧车
32995,2018,30061,ford,transit van,excellent,6 cylinders,gas,automatic,mini-van,3,2,高端车
15995,2011,115549,ford,f350 supercab,good,8 cylinders,gas,automatic,truck,10,0,经济型车
33590,2017,81739,infiniti,qx80 limited sport,good,8 cylinders,gas,other,other,4,2,高端车
37590,2017,60560,infiniti,qx80 limited sport,good,8 cylinders,gas,automatic,other,4,2,高端车
39990,2018,57403,infiniti,qx80 sport utility 4d,good,8 cylinders,gas,automatic,SUV,3,2,高端车
32950,2005,51979,ford,f350 super duty xlt,excellent,8 cylinders,diesel,automatic,truck,16,3,老旧车
38950,2015,48503,chevrolet,silverado 2500 hd,excellent,8 cylinders,gas,automatic,truck,6,2,高端车
26990,2018,30386,acura,rdx technology and,good,6 cylinders,gas,other,other,3,1,中端车
28590,2018,22703,acura,rdx technology and,good,6 cylinders,gas,other,SUV,3,2,高端车
23950,2009,206840,toyota,tacoma trd,excellent,6 cylinders,gas,automatic,truck,12,3,老旧车
25950,2009,168260,ford,f350 super duty,excellent,8 cylinders,diesel,automatic,truck,12,3,老旧车
25950,2007,88598,ram,1500 mega cab,excellent,8 cylinders,gas,automatic,truck,14,3,老旧车
23950,2006,151528,ford,f250 super duty crew,excellent,8 cylinders,diesel,automatic,truck,15,3,老旧车
21995,2013,147683,chevrolet,silverado 1500 ltz,good,8 cylinders,gas,automatic,truck,8,0,经济型车
24590,2015,50252,lexus,gs 350 sedan 4d,good,6 cylinders,gas,automatic,sedan,6,1,中端车
28990,2016,31992,lexus,gs 350 sedan 4d,good,6 cylinders,gas,other,sedan,5,1,中端车
21900,2007,83153,ford,f450 utility truck f550,excellent,10 cylinders,gas,automatic,truck,14,3,老旧车
21900,2007,83153,ford,f450 utility truck f550,excellent,10 cylinders,gas,automatic,truck,14,3,老旧车
27590,2018,23818,lincoln,mkx select sport utility,good,6 cylinders,other,other,SUV,3,2,高端车
22990,2020,31553,nissan,maxima sv sedan 4d,good,6 cylinders,gas,other,sedan,1,1,中端车
12999,2013,72700,volkswagen,eos komfort,excellent,4 cylinders,gas,automatic,convertible,8,0,经济型车
6999,2009,151500,toyota,camry se,excellent,4 cylinders,gas,automatic,sedan,12,3,老旧车
36590,2019,14222,gmc,sierra 1500 limited double,good,8 cylinders,gas,other,pickup,2,2,高端车
32590,2018,21335,cadillac,cts 3.6 luxury sedan 4d,good,6 cylinders,gas,other,sedan,3,2,高端车
24590,2016,100851,chevrolet,colorado extended cab,good,6 cylinders,gas,other,pickup,5,0,经济型车
13900,2010,114000,lexus,rx350 awd,excellent,6 cylinders,gas,automatic,SUV,11,3,老旧车
45590,2020,13423,hyundai,palisade limited sport,good,6 cylinders,gas,other,other,1,2,高端车
38990,2020,5279,infiniti,qx60 luxe sport utility,good,6 cylinders,gas,other,other,1,2,高端车
6000,2011,142000,mazda,mazdaspeed 3,good,4 cylinders,gas,manual,hatchback,10,3,老旧车
6000,2011,142000,mazda,mazdaspeed 3,good,4 cylinders,gas,manual,hatchback,10,3,老旧车
40000,2018,49400,ram,3500,excellent,8 cylinders,gas,automatic,truck,3,2,高端车
26590,2014,45318,lexus,is 350 sedan 4d,good,6 cylinders,gas,other,sedan,7,1,中端车
50950,2016,82782,ford,f350 king ranch,excellent,8 cylinders,diesel,automatic,truck,5,2,高端车
32950,2012,136778,ford,f350 super duty lariat,excellent,8 cylinders,diesel,automatic,truck,9,0,经济型车
39950,2018,99888,chevrolet,silverado 2500 hd,excellent,8 cylinders,diesel,automatic,truck,3,2,高端车
6950,2008,60567,nissan,altima se,excellent,6 cylinders,gas,automatic,sedan,13,3,老旧车
10995,2014,167058,honda,accord sedan,good,4 cylinders,gas,automatic,sedan,7,0,经济型车
35995,2019,1279,ford,ranger xlt,like new,4 cylinders,gas,automatic,truck,2,2,高端车
57995,2019,39144,ford,super duty f-250 srw,excellent,8 cylinders,diesel,automatic,pickup,2,2,高端车
37950,2012,149864,ford,f250 king ranch,excellent,8 cylinders,diesel,automatic,truck,9,0,经济型车
18634,2013,145600,toyota,tacoma,excellent,4 cylinders,gas,automatic,pickup,8,0,经济型车
33990,2019,7359,jeep,wrangler sport suv 2d,good,6 cylinders,gas,other,other,2,2,高端车
48990,2020,30730,gmc,yukon slt sport utility 4d,good,8 cylinders,gas,other,SUV,1,2,高端车
32995,2017,41083,lincoln,continental reserve,excellent,6 cylinders,gas,automatic,sedan,4,2,高端车
27367,2015,154398,gmc,sierra 1500,excellent,8 cylinders,gas,automatic,pickup,6,0,经济型车
10720,2015,101182,nissan,altima,excellent,4 cylinders,gas,automatic,sedan,6,0,经济型车
41590,2017,32685,infiniti,qx80 sport utility 4d,good,8 cylinders,gas,other,SUV,4,2,高端车
44590,2018,32714,infiniti,qx80 sport utility 4d,good,8 cylinders,gas,automatic,SUV,3,2,高端车
40590,2017,45398,infiniti,qx80 signature sport,good,8 cylinders,gas,other,SUV,4,2,高端车
51995,2018,42317,chevrolet,tahoe premier -,excellent,8 cylinders,gas,automatic,SUV,3,2,高端车
26590,2018,21619,acura,tlx 3.5 sedan 4d,good,6 cylinders,gas,other,sedan,3,1,中端车
23990,2018,37290,acura,rdx sport utility 4d,good,6 cylinders,gas,automatic,other,3,1,中端车
40000,2018,49400,ram,3500,excellent,8 cylinders,gas,automatic,truck,3,2,高端车
17990,2012,74184,jaguar,xf sedan 4d,good,8 cylinders,gas,other,sedan,9,0,经济型车
22990,2014,53050,lexus,gs 350 sedan 4d,good,6 cylinders,gas,automatic,sedan,7,1,中端车
23950,2009,160946,toyota,tacoma 4x4,excellent,6 cylinders,gas,automatic,truck,12,3,老旧车
25990,2019,47017,cadillac,xts luxury sedan 4d,good,6 cylinders,gas,other,sedan,2,1,中端车
18950,2014,116882,ram,1500 lone star,excellent,8 cylinders,gas,automatic,truck,7,0,经济型车
9995,2015,81618,mazda,mazda5,good,4 cylinders,gas,automatic,van,6,0,经济型车
31995,2017,111574,ford,f-150 xlt,excellent,6 cylinders,gas,automatic,truck,4,1,中端车
51995,2018,19920,ford,f-150 lariat,excellent,6 cylinders,gas,automatic,truck,3,2,高端车
32950,2012,168638,ram,2500 crew cab,excellent,6 cylinders,diesel,automatic,truck,9,0,经济型车
44990,2014,22973,chevrolet,corvette stingray,good,8 cylinders,gas,other,coupe,7,2,高端车
44990,2014,33566,chevrolet,corvette stingray z51,good,8 cylinders,gas,other,coupe,7,2,高端车
35590,2013,33692,ford,mustang boss 302 coupe 2d,good,8 cylinders,gas,other,coupe,8,2,高端车
38990,2020,7653,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,other,coupe,1,2,高端车
24990,2020,31561,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,other,coupe,1,1,中端车
45990,2014,19666,chevrolet,corvette stingray z51,good,8 cylinders,gas,other,convertible,7,2,高端车
40950,2013,131951,ram,3500 laramie,excellent,6 cylinders,diesel,automatic,truck,8,0,经济型车
6995,2009,191728,toyota,sienna,good,6 cylinders,gas,automatic,wagon,12,3,老旧车
13998,2013,76481,chevrolet,equinox,excellent,4 cylinders,gas,automatic,SUV,8,0,经济型车
13998,2015,99743,chevrolet,equinox,excellent,4 cylinders,gas,automatic,SUV,6,0,经济型车
12998,2014,105775,dodge,charger,excellent,6 cylinders,gas,automatic,sedan,7,0,经济型车
14998,2013,47225,honda,civic sdn,excellent,4 cylinders,gas,automatic,sedan,8,1,中端车
12998,2015,89009,dodge,journey,excellent,4 cylinders,gas,automatic,SUV,6,0,经济型车
16998,2014,74832,chevrolet,equinox,excellent,4 cylinders,gas,automatic,SUV,7,0,经济型车
14995,2009,90921,chevrolet,c5500 bus,good,8 cylinders,gas,automatic,bus,12,3,老旧车
36950,2018,128254,chevrolet,silverado 2500 hd,excellent,8 cylinders,diesel,automatic,truck,3,2,高端车
37990,2016,12954,jeep,wrangler unlimited rubicon,good,6 cylinders,gas,other,SUV,5,2,高端车
38950,2013,163940,ford,f350 super duty lariat,excellent,8 cylinders,diesel,automatic,truck,8,0,经济型车
23950,2012,130129,ford,f150 supercrew cab,excellent,6 cylinders,gas,automatic,truck,9,0,经济型车
6850,2010,146189,toyota,matrix s,excellent,4 cylinders,gas,automatic,wagon,11,3,老旧车
3999,2006,198818,mercury,milan,good,6 cylinders,gas,automatic,sedan,15,3,老旧车
40995,2018,24359,toyota,4runner sr5,excellent,6 cylinders,gas,automatic,SUV,3,2,高端车
14995,2007,92425,mercedes-benz,s-class,excellent,8 cylinders,gas,automatic,sedan,14,3,老旧车
32990,2017,21818,infiniti,q60 3.0t sport coupe 2d,good,6 cylinders,gas,other,coupe,4,2,高端车
38950,2016,37513,ram,2500 tradesman 4x4,excellent,8 cylinders,gas,automatic,truck,5,2,高端车
29950,2017,155817,ram,2500 crew cab,excellent,8 cylinders,gas,automatic,truck,4,0,经济型车
17950,2013,204089,ram,2500 crew cab,excellent,8 cylinders,gas,automatic,truck,8,0,经济型车
34995,2017,21195,chevrolet,colorado z71,excellent,6 cylinders,gas,automatic,truck,4,2,高端车
26995,2017,110130,ford,f-150 xlt,excellent,8 cylinders,gas,automatic,truck,4,1,中端车
31995,2016,92008,toyota,tacoma limited v6,excellent,6 cylinders,gas,automatic,truck,5,1,中端车
31995,2016,92008,toyota,tacoma limited v6,excellent,6 cylinders,gas,automatic,truck,5,1,中端车
42590,2017,20259,infiniti,qx80 sport utility 4d,good,8 cylinders,gas,automatic,SUV,4,2,高端车
39990,2017,41664,infiniti,qx80 sport utility 4d,good,8 cylinders,gas,automatic,other,4,2,高端车
16995,2009,90921,chevrolet,c5500 bus,good,8 cylinders,gas,automatic,bus,12,3,老旧车
32990,2016,55612,infiniti,qx80 sport utility 4d,good,8 cylinders,gas,automatic,SUV,5,2,高端车
13900,2010,114000,lexus,rx350 awd,excellent,6 cylinders,gas,automatic,SUV,11,3,老旧车
45590,2020,3687,acura,mdx advance pkg sport,good,6 cylinders,gas,other,SUV,1,2,高端车
26990,2017,41335,nissan,titan single cab sv,good,8 cylinders,gas,other,pickup,4,1,中端车
29990,2016,17302,chevrolet,colorado extended cab,good,6 cylinders,gas,other,pickup,5,2,高端车
28990,2014,100176,toyota,4runner limited sport,good,6 cylinders,gas,other,other,7,0,经济型车
5995,2010,138917,ford,fusion,excellent,6 cylinders,gas,automatic,sedan,11,3,老旧车
25590,2016,38282,nissan,frontier crew cab sv,good,6 cylinders,gas,other,pickup,5,1,中端车
11990,2013,100248,dodge,charger se 4dr sedan,like new,6 cylinders,gas,automatic,sedan,8,0,经济型车
8990,2011,144000,ford,edge limited 4dr crossove,like new,6 cylinders,gas,automatic,SUV,10,3,老旧车
8990,2013,140000,toyota,camry le 4dr sedan,like new,4 cylinders,gas,automatic,sedan,8,0,经济型车
6490,2012,131000,chevrolet,malibu ls fleet 4dr s,like new,6 cylinders,gas,automatic,sedan,9,0,经济型车
5990,2008,135775,pontiac,torrent base 4dr suv,like new,6 cylinders,gas,automatic,SUV,13,3,老旧车
7990,2012,134000,hyundai,elantra gls 4dr sedan 6,good,4 cylinders,gas,automatic,sedan,9,0,经济型车
31990,2020,4108,gmc,acadia sle sport utility 4d,good,6 cylinders,gas,other,other,1,2,高端车
29990,2016,19374,ford,mustang gt coupe 2d,good,8 cylinders,gas,automatic,coupe,5,2,高端车
34990,2016,34425,gmc,canyon crew cab sle pickup,good,6 cylinders,gas,other,pickup,5,2,高端车
38990,2013,27610,chevrolet,camaro zl1 coupe 2d,good,8 cylinders,gas,other,coupe,8,2,高端车
25990,2013,42045,mercedes-benz,e-class e 550,good,8 cylinders,gas,automatic,coupe,8,1,中端车
35990,2021,2600,jeep,wrangler sport suv 2d,good,6 cylinders,gas,other,other,0,2,高端车
31590,2016,27440,dodge,challenger r/t plus shaker,good,8 cylinders,other,other,coupe,5,2,高端车
6495,2011,104672,dodge,caliber,excellent,4 cylinders,gas,automatic,wagon,10,0,经济型车
18995,2016,45946,audi,a3,excellent,4 cylinders,gas,automatic,sedan,5,1,中端车
34990,2019,15405,toyota,highlander xle sport,good,6 cylinders,gas,other,other,2,2,高端车
6495,2012,115378,dodge,avenger,excellent,6 cylinders,gas,automatic,sedan,9,0,经济型车
34590,2019,22722,chevrolet,silverado 1500 ld,good,8 cylinders,gas,other,pickup,2,2,高端车
37995,2019,9100,ford,mustang gt,excellent,8 cylinders,gas,manual,coupe,2,2,高端车
34995,2018,38000,bmw,x4 xdrive28i,excellent,4 cylinders,gas,automatic,SUV,3,2,高端车
19995,2020,13500,buick,"encore essence, awd",like new,4 cylinders,gas,automatic,SUV,1,1,中端车
31597,2019,27500,ram,1500 big horn,like new,8 cylinders,gas,automatic,pickup,2,2,高端车
17500,2013,171500,ram,2500,good,8 cylinders,gas,automatic,pickup,8,0,经济型车
36990,2016,23190,gmc,sierra 2500 hd double cab,good,8 cylinders,gas,other,pickup,5,2,高端车
26590,2017,47267,nissan,titan xd single cab sv,good,8 cylinders,gas,other,pickup,4,1,中端车
43950,2011,0,chevrolet,silverado 2500hd,excellent,8 cylinders,diesel,automatic,pickup,10,2,高端车
39990,2019,8373,nissan,370z nismo coupe 2d,good,6 cylinders,gas,other,coupe,2,2,高端车
36990,2018,3734,dodge,charger r/t sedan 4d,good,8 cylinders,gas,automatic,sedan,3,2,高端车
24990,2019,44934,nissan,frontier crew cab sv,good,6 cylinders,gas,other,pickup,2,1,中端车
32995,2020,14061,mercedes-benz,gla,excellent,4 cylinders,gas,automatic,SUV,1,2,高端车
28450,2007,154125,ram,2500,excellent,6 cylinders,diesel,automatic,pickup,14,3,老旧车
32990,2015,25175,chevrolet,camaro ss convertible,good,8 cylinders,gas,other,other,6,2,高端车
31990,2017,23401,toyota,tacoma access cab sr5,good,6 cylinders,gas,other,pickup,4,2,高端车
29590,2017,70760,ford,expedition xlt sport,good,6 cylinders,gas,other,SUV,4,1,中端车
6995,2007,191472,dodge,durango,excellent,8 cylinders,gas,automatic,SUV,14,3,老旧车
38990,2013,51525,chevrolet,corvette grand sport,good,8 cylinders,gas,other,other,8,2,高端车
20590,2013,57181,infiniti,g g37 sport coupe 2d,good,6 cylinders,gas,other,coupe,8,1,中端车
37990,2018,22869,dodge,challenger r/t scat pack,good,8 cylinders,gas,other,coupe,3,2,高端车
20990,2017,50964,chrysler,300 300c sedan 4d,good,6 cylinders,gas,other,sedan,4,1,中端车
18990,2015,91652,kia,k900 luxury sedan 4d,good,8 cylinders,gas,automatic,sedan,6,0,经济型车
5995,2014,167713,ford,focus,excellent,4 cylinders,gas,automatic,sedan,7,0,经济型车
30590,2017,15982,lincoln,continental select sedan,good,6 cylinders,gas,other,sedan,4,2,高端车
38590,2020,1772,lincoln,continental sedan 4d,good,6 cylinders,gas,other,sedan,1,2,高端车
36990,2020,4139,dodge,charger r/t sedan 4d,good,8 cylinders,gas,other,sedan,1,2,高端车
33990,2012,88107,mercedes-benz,e-class e 63 amg,good,8 cylinders,gas,automatic,sedan,9,1,中端车
36590,2019,14222,gmc,sierra 1500 limited double,good,8 cylinders,gas,other,pickup,2,2,高端车
24590,2016,100851,chevrolet,colorado extended cab,good,6 cylinders,gas,other,pickup,5,0,经济型车
45590,2020,13423,hyundai,palisade limited sport,good,6 cylinders,gas,other,other,1,2,高端车
27990,2016,23857,lincoln,mkx reserve sport,good,6 cylinders,gas,other,other,5,1,中端车
39590,2020,728,ford,mustang gt coupe 2d,good,8 cylinders,gas,other,coupe,1,2,高端车
20990,2017,53761,mitsubishi,outlander gt sport,good,6 cylinders,gas,other,SUV,4,1,中端车
30990,2017,10408,ford,mustang gt coupe 2d,good,8 cylinders,gas,other,coupe,4,2,高端车
46590,2019,71966,chevrolet,silverado 2500 hd crew,good,8 cylinders,gas,other,pickup,2,2,高端车
53990,2020,11130,chevrolet,silverado 2500 hd crew,good,8 cylinders,diesel,other,pickup,1,2,高端车
41990,2014,48340,chevrolet,corvette stingray,good,8 cylinders,gas,other,coupe,7,2,高端车
6990,2008,122000,chevrolet,malibu lt 4dr sedan w,excellent,6 cylinders,gas,automatic,sedan,13,3,老旧车
8990,2013,108000,ford,taurus sel 4dr sedan,like new,6 cylinders,gas,automatic,sedan,8,0,经济型车
5990,2005,134000,ford,escape,good,6 cylinders,gas,automatic,SUV,16,3,老旧车
19590,2011,41463,chrysler,300 300c sedan 4d,good,8 cylinders,gas,other,sedan,10,1,中端车
47990,2017,11448,chevrolet,ss sedan 4d,good,8 cylinders,gas,other,sedan,4,2,高端车
26590,2017,24667,kia,k900 premium sedan 4d,good,6 cylinders,gas,other,sedan,4,1,中端车
6495,2010,138917,ford,fusion,excellent,6 cylinders,gas,automatic,sedan,11,3,老旧车
6495,2012,115378,dodge,avenger,excellent,6 cylinders,gas,automatic,sedan,9,0,经济型车
6495,2011,104672,dodge,caliber,excellent,4 cylinders,gas,automatic,wagon,10,0,经济型车
24990,2016,2108,dodge,charger sxt sedan 4d,good,6 cylinders,gas,other,sedan,5,1,中端车
39590,2018,34803,mercedes-benz,e-class e 400,good,6 cylinders,gas,automatic,coupe,3,2,高端车
12000,2014,91585,chrysler,town & country,excellent,6 cylinders,gas,automatic,mini-van,7,0,经济型车
28990,2015,72416,toyota,4runner sr5 sport utility,good,6 cylinders,gas,other,SUV,6,1,中端车
23990,2011,94817,toyota,4runner sr5 sport utility,good,6 cylinders,gas,other,SUV,10,0,经济型车
35590,2013,33692,ford,mustang boss 302 coupe 2d,good,8 cylinders,gas,other,coupe,8,2,高端车
38990,2020,7653,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,other,coupe,1,2,高端车
22995,2017,43000,chevrolet,camaro,excellent,4 cylinders,gas,automatic,coupe,4,1,中端车
11995,2015,106095,kia,sportage,excellent,4 cylinders,gas,manual,SUV,6,0,经济型车
8995,2013,94262,mazda,mazda3,excellent,4 cylinders,gas,automatic,sedan,8,0,经济型车
22995,2013,115623,jeep,wrangler unlimited,excellent,6 cylinders,gas,automatic,SUV,8,0,经济型车
10995,2013,110155,ford,fusion,excellent,4 cylinders,hybrid,automatic,sedan,8,0,经济型车
24995,2013,101579,chevrolet,tahoe,excellent,8 cylinders,gas,automatic,SUV,8,0,经济型车
16995,2016,115536,dodge,charger,excellent,6 cylinders,gas,automatic,sedan,5,0,经济型车
8995,2010,135325,subaru,forester,excellent,4 cylinders,gas,automatic,SUV,11,3,老旧车
9995,2011,125943,hyundai,genesis,excellent,6 cylinders,gas,automatic,sedan,10,3,老旧车
8995,2013,172793,subaru,outback,excellent,4 cylinders,gas,manual,wagon,8,0,经济型车
8995,2012,100037,nissan,rogue,excellent,4 cylinders,gas,automatic,SUV,9,0,经济型车
7999,2013,104899,kia,soul,excellent,4 cylinders,gas,automatic,sedan,8,0,经济型车
11995,2016,129043,toyota,camry,excellent,4 cylinders,gas,automatic,sedan,5,0,经济型车
10500,2015,96955,toyota,corolla,excellent,4 cylinders,gas,automatic,sedan,6,0,经济型车
8995,2010,101908,toyota,corolla,excellent,4 cylinders,gas,automatic,sedan,11,3,老旧车
9995,2013,133849,kia,sorento,excellent,4 cylinders,gas,automatic,SUV,8,0,经济型车
5995,2009,95477,nissan,sentra,excellent,4 cylinders,gas,automatic,sedan,12,3,老旧车
9995,2011,97656,audi,a4,excellent,4 cylinders,gas,automatic,sedan,10,0,经济型车
8995,2015,109233,chrysler,200,excellent,4 cylinders,gas,automatic,sedan,6,0,经济型车
18995,2016,45946,audi,a3,excellent,4 cylinders,gas,automatic,sedan,5,1,中端车
53990,2019,60858,chevrolet,silverado 2500 hd crew,good,8 cylinders,gas,other,pickup,2,2,高端车
44990,2014,22973,chevrolet,corvette stingray,good,8 cylinders,gas,other,coupe,7,2,高端车
50990,2016,56262,chevrolet,silverado 2500 hd crew,good,8 cylinders,other,other,pickup,5,2,高端车
47590,2020,5591,chevrolet,silverado 2500 hd crew,good,8 cylinders,gas,other,pickup,1,2,高端车
45990,2014,19666,chevrolet,corvette stingray z51,good,8 cylinders,gas,other,convertible,7,2,高端车
33990,2015,72712,chevrolet,ss sedan 4d,good,8 cylinders,gas,automatic,sedan,6,2,高端车
22900,2011,58172,bmw,z4 sdrive35i,excellent,6 cylinders,gas,manual,convertible,10,1,中端车
29990,2017,31408,lincoln,continental reserve,good,6 cylinders,gas,other,sedan,4,2,高端车
16590,2014,86919,acura,rdx sport utility 4d,good,6 cylinders,gas,automatic,SUV,7,0,经济型车
41990,2019,9345,lincoln,continental reserve,good,6 cylinders,gas,other,sedan,2,2,高端车
17590,2015,80556,acura,rdx sport utility 4d,good,6 cylinders,gas,automatic,SUV,6,1,中端车
34990,2018,14760,lexus,rx 350 sport utility 4d,good,6 cylinders,gas,other,SUV,3,2,高端车
21995,2010,125444,jeep,wrangler unlimited sport,good,6 cylinders,gas,other,other,11,3,老旧车
10700,2011,171457,honda,civic,good,4 cylinders,gas,automatic,coupe,10,3,老旧车
27590,2018,20420,acura,tlx 3.5 sedan 4d,good,6 cylinders,gas,other,sedan,3,2,高端车
16990,2013,67448,acura,tl special edition sedan,good,6 cylinders,gas,automatic,sedan,8,1,中端车
23990,2013,39664,lexus,gs 350 sedan 4d,good,6 cylinders,gas,other,sedan,8,1,中端车
39995,2015,85500,cadillac,escalade premium,like new,8 cylinders,gas,automatic,SUV,6,2,高端车
14995,2015,87883,honda,civic,excellent,4 cylinders,gas,automatic,sedan,6,0,经济型车
18995,2015,67778,nissan,frontier,excellent,4 cylinders,gas,automatic,pickup,6,1,中端车
14955,2014,169882,ram,1500 tradesman,good,8 cylinders,gas,automatic,pickup,7,0,经济型车
14700,2015,93439,dodge,journey sxt,good,6 cylinders,gas,automatic,SUV,6,0,经济型车
5999,2008,126900,nissan,sentra,excellent,4 cylinders,gas,automatic,sedan,13,3,老旧车
17999,2005,84300,ford,f250 super duty,like new,8 cylinders,diesel,automatic,pickup,16,3,老旧车
5000,2009,180000,toyota,rav4,fair,8 cylinders,gas,automatic,other,12,3,老旧车
8999,2015,103649,chevrolet,cruze 2lt,good,4 cylinders,gas,automatic,sedan,6,0,经济型车
11200,2015,166476,chevrolet,equinox,good,4 cylinders,gas,automatic,SUV,6,0,经济型车
14700,2008,157832,chevrolet,tahoe ls,good,8 cylinders,gas,automatic,SUV,13,3,老旧车
11500,2011,150235,dodge,nitro heat 4x4,good,6 cylinders,gas,automatic,SUV,10,3,老旧车
16700,2013,169972,nissan,frontier crew cab sv,good,6 cylinders,gas,automatic,pickup,8,0,经济型车
47500,2019,37850,ram,1500,like new,8 cylinders,gas,automatic,pickup,2,2,高端车
14200,2014,137406,subaru,xv crosstrek,good,4 cylinders,gas,automatic,SUV,7,0,经济型车
27500,2012,99989,mitsubishi,fuso fe160,excellent,4 cylinders,diesel,automatic,truck,9,0,经济型车
7900,2007,126226,ford,ranger,excellent,4 cylinders,gas,automatic,pickup,14,3,老旧车
39500,2013,99332,ford,f750,excellent,6 cylinders,diesel,automatic,truck,8,2,高端车
17995,2014,117935,gmc,acadia denali,good,6 cylinders,gas,other,other,7,0,经济型车
